Year,Round,Driver,Q_DeltaToPole,Q_Session
2024,11,HUL,1.0710000000000122,Q3
2024,11,OCO,1.5690000000000026,Q3
2024,11,RIC,0.9750000000000084,Q2
2024,11,MAG,1.0330000000000013,Q2
2024,11,GAS,1.0450000000000017,Q2
2024,11,TSU,1.0980000000000132,Q2
2024,11,ALO,1.3250000000000028,Q2
2024,11,ALB,1.4220000000000113,Q1
2024,11,STR,1.5050000000000097,Q1
2024,11,BOT,1.5330000000000013,Q1
2024,11,SAR,1.5420000000000016,Q1
2024,11,ZHO,1.747000000000014,Q1
2024,16,NOR,0.0,Q3
2024,16,PIA,0.1090000000000088,Q3
2024,16,RUS,0.1129999999999995,Q3
2024,16,LEC,0.1340000000000003,Q3
2024,16,SAI,0.1400000000000005,Q3
2024,16,HAM,0.186000000000007,Q3
2024,16,VER,0.6949999999999932,Q3
2024,16,PER,0.7349999999999994,Q3
2024,16,ALB,0.9720000000000084,Q3
2024,16,HUL,1.0120000000000005,Q3
2024,16,ALO,1.093999999999994,Q2
2024,16,RIC,1.152000000000001,Q2
2024,16,MAG,1.371000000000009,Q2
2024,16,GAS,1.4110000000000014,Q2
2024,16,OCO,1.438999999999993,Q2
2024,16,TSU,1.617999999999995,Q1
2024,16,STR,1.686000000000007,Q1
2024,16,COL,1.7340000000000089,Q1
2024,16,BOT,1.774000000000001,Q1
2024,16,ZHO,2.117999999999995,Q1
2024,21,NOR,0.0,Q3
2024,21,RUS,0.1730000000000018,Q3
2024,21,TSU,0.7060000000000031,Q3
2024,21,OCO,1.0699999999999932,Q3
2024,21,LAW,1.0790000000000075,Q3
2024,21,LEC,1.1200000000000043,Q3
2024,21,ALB,1.2519999999999951,Q3
2024,21,PIA,1.281000000000006,Q3
2024,21,ALO,5.5930000000000035,Q3
2024,21,STR,2.929000000000002,Q2
2024,21,BOT,3.0670000000000073,Q2
2024,21,VER,4.366,Q2
2024,21,PER,4.753,Q2
2024,21,SAI,6.001000000000005,Q2
2024,21,GAS,6.209000000000003,Q2
2024,21,HAM,7.7450000000000045,Q1
2024,21,BEA,7.823999999999998,Q1
2024,21,COL,7.864999999999995,Q1
2024,21,HUL,8.218000000000004,Q1
2024,21,ZHO,8.858000000000004,Q1
2022,9,VER,0.0,Q3
2022,9,ALO,0.644999999999996,Q3
2022,9,SAI,0.796999999999997,Q3
2022,9,HAM,1.5919999999999843,Q3
2022,9,MAG,1.6610000000000014,Q3
2022,9,MSC,2.056999999999988,Q3
2022,9,OCO,2.2299999999999898,Q3
2022,9,RUS,2.2579999999999956,Q3
2022,9,RIC,2.4499999999999886,Q3
2022,9,ZHO,2.7309999999999945,Q3
2022,9,BOT,5.48899999999999,Q2
2022,9,ALB,5.5589999999999975,Q2
2022,9,PER,11.828000000000005,Q2
2022,9,NOR,12.766999999999996,Q1
2022,9,LEC,11.709000000000003,Q1
2022,9,GAS,13.192999999999984,Q1
2022,9,VET,13.212999999999994,Q1
2022,9,STR,14.23299999999999,Q1
2022,9,LAT,14.36099999999999,Q1
2022,9,TSU,15.275999999999996,Q1
2022,10,SAI,0.0,Q3
2022,10,VER,0.0720000000000027,Q3
2022,10,LEC,0.3149999999999977,Q3
2022,10,PER,0.6329999999999956,Q3
2022,10,HAM,1.0120000000000005,Q3
2022,10,NOR,1.100999999999999,Q3
2022,10,ALO,1.1329999999999956,Q3
2022,10,RUS,1.1779999999999973,Q3
2022,10,ZHO,1.73599999999999,Q3
2022,10,LAT,22.111999999999995,Q3
2022,10,GAS,2.718999999999994,Q2
2022,10,BOT,3.2489999999999952,Q2
2022,10,TSU,3.328000000000003,Q2
2022,10,RIC,3.3719999999999857,Q2
2022,10,OCO,4.206999999999994,Q2
2022,10,ALB,1.0949999999999989,Q1
2022,10,MAG,1.1759999999999875,Q1
2022,10,VET,1.6829999999999927,Q1
2022,10,MSC,1.7249999999999943,Q1
2022,10,STR,2.4470000000000027,Q1
2022,14,VER,0.0,Q3
2022,14,SAI,0.632000000000005,Q3
2022,14,PER,0.7970000000000113,Q3
2022,14,LEC,0.8880000000000052,Q3
2022,14,OCO,1.5150000000000148,Q3
2022,14,ALO,1.703000000000003,Q3
2022,14,HAM,1.838000000000008,Q3
2022,14,RUS,2.1110000000000184,Q3
2022,14,ALB,2.1720000000000113,Q3
2022,14,NOR,2.5130000000000052,Q3
2022,14,RIC,2.102000000000004,Q2
2022,14,GAS,2.162000000000006,Q2
2022,14,ZHO,2.420000000000016,Q2
2022,14,STR,2.945999999999998,Q2
2022,14,MSC,4.0530000000000115,Q2
2022,14,VET,2.679000000000002,Q1
2022,14,LAT,2.7360000000000184,Q1
2022,14,MAG,2.89200000000001,Q1
2022,14,TSU,3.0270000000000152,Q1
2022,14,BOT,4.201000000000008,Q1
2022,17,LEC,0.0,Q3
2022,17,PER,0.0219999999999913,Q3
2022,17,HAM,0.054000000000002,Q3
2022,17,SAI,0.1709999999999922,Q3
2022,17,ALO,0.554000000000002,Q3
2022,17,NOR,1.171999999999997,Q3
2022,17,GAS,1.7989999999999924,Q3
2022,17,VER,1.983000000000004,Q3
2022,17,MAG,2.161000000000002,Q3
2022,17,TSU,2.570999999999998,Q3
2022,17,RUS,4.599999999999994,Q2
2022,17,STR,4.798999999999992,Q2
2022,17,MSC,4.957999999999998,Q2
2022,17,VET,4.967999999999989,Q2
2022,17,ZHO,6.1059999999999945,Q2
2022,17,BOT,6.670999999999992,Q1
2022,17,RIC,6.813999999999993,Q1
2022,17,OCO,6.924999999999997,Q1
2022,17,ALB,7.572999999999993,Q1
2022,17,LAT,8.11999999999999,Q1
2022,21,MAG,0.7240000000000038,Q3
2022,21,VER,0.9269999999999924,Q3
2022,21,RUS,1.1089999999999949,Q3
2022,21,NOR,1.3130000000000024,Q3
2022,21,SAI,1.4069999999999965,Q3
2022,21,OCO,1.4749999999999943,Q3
2022,21,ALO,1.554000000000002,Q3
2022,21,HAM,1.6610000000000014,Q3
2022,21,PER,4.650999999999996,Q3
2022,21,LEC,0.0,Q2
2022,21,ALB,0.6809999999999974,Q2
2022,21,GAS,0.7249999999999943,Q2
2022,21,VET,0.7279999999999944,Q2
2022,21,RIC,1.1899999999999975,Q2
2022,21,STR,1.2600000000000051,Q2
2022,21,LAT,4.144999999999996,Q1
2022,21,ZHO,4.247,Q1
2022,21,BOT,4.536000000000001,Q1
2022,21,TSU,5.313999999999993,Q1
2022,21,MSC,5.411000000000001,Q1
2023,2,PER,0.0,Q3
2023,2,LEC,0.1550000000000011,Q3
2023,2,ALO,0.4650000000000034,Q3
2023,2,RUS,0.5919999999999987,Q3
2023,2,SAI,0.6659999999999968,Q3
2023,2,STR,0.6799999999999926,Q3
2023,2,OCO,0.8130000000000024,Q3
2023,2,HAM,0.9579999999999984,Q3
2023,2,PIA,0.9779999999999944,Q3
2023,2,GAS,1.0919999999999987,Q3
2023,2,HUL,1.1859999999999928,Q2
2023,2,ZHO,1.195999999999998,Q2
2023,2,MAG,1.3689999999999998,Q2
2023,2,BOT,1.4030000000000058,Q2
2023,2,VER,21.688,Q2
2023,2,TSU,1.6739999999999924,Q1
2023,2,ALB,1.7289999999999992,Q1
2023,2,DEV,1.9789999999999992,Q1
2023,2,NOR,2.182000000000002,Q1
2023,2,SAR,40.24499999999999,Q1
2023,5,PER,0.0270000000000152,Q3
2023,5,ALO,0.3880000000000052,Q3
2023,5,SAI,0.5350000000000108,Q3
2023,5,MAG,0.953000000000003,Q3
2023,5,GAS,0.9720000000000084,Q3
2023,5,RUS,0.9900000000000092,Q3
2023,5,LEC,1.0470000000000113,Q3
2023,5,OCO,1.121000000000009,Q3
2023,5,VER,0.0,Q2
2023,5,BOT,0.75,Q2
2023,5,ALB,0.9810000000000088,Q2
2023,5,HUL,1.0889999999999986,Q2
2023,5,HAM,1.1610000000000014,Q2
2023,5,ZHO,1.2770000000000152,Q2
2023,5,DEV,1.581000000000003,Q2
2023,5,NOR,1.5800000000000125,Q1
2023,5,TSU,1.615000000000009,Q1
2023,5,STR,1.662000000000006,Q1
2023,5,PIA,1.670000000000016,Q1
2023,5,SAR,1.7630000000000052,Q1
2023,8,VER,7.13300000000001,Q3
2023,8,HUL,8.37700000000001,Q3
2023,8,ALO,8.561000000000007,Q3
2023,8,HAM,8.902000000000001,Q3
2023,8,RUS,9.168000000000006,Q3
2023,8,OCO,9.22,Q3
2023,8,NOR,9.320999999999998,Q3
2023,8,SAI,10.569000000000004,Q3
2023,8,PIA,12.62400000000001,Q3
2023,8,ALB,0.0,Q2
2023,8,LEC,1.8900000000000008,Q2
2023,8,PER,2.234000000000009,Q2
2023,8,STR,2.7590000000000146,Q2
2023,8,MAG,2.953000000000003,Q2
2023,8,BOT,3.0960000000000036,Q2
2023,8,TSU,4.021000000000001,Q1
2023,8,GAS,4.161000000000001,Q1
2023,8,DEV,4.412000000000006,Q1
2023,8,SAR,4.612000000000009,Q1
2023,8,ZHO,4.617000000000004,Q1
2023,12,VER,0.0,Q3
2023,12,LEC,0.8199999999999932,Q3
2023,12,PER,0.8769999999999953,Q3
2023,12,HAM,0.9189999999999968,Q3
2023,12,SAI,0.9839999999999948,Q3
2023,12,PIA,1.1970000000000027,Q3
2023,12,NOR,1.5009999999999906,Q3
2023,12,RUS,1.6370000000000005,Q3
2023,12,ALO,1.6749999999999972,Q3
2023,12,STR,2.673000000000002,Q3
2023,12,TSU,6.97999999999999,Q2
2023,12,GAS,7.502999999999986,Q2
2023,12,MAG,7.99199999999999,Q2
2023,12,BOT,8.525999999999996,Q2
2023,12,OCO,10.203999999999994,Q2
2023,12,ALB,14.145999999999988,Q1
2023,12,ZHO,14.663999999999987,Q1
2023,12,SAR,15.36699999999999,Q1
2023,12,RIC,15.991,Q1
2023,12,HUL,16.99799999999999,Q1
2023,16,VER,0.0,Q3
2023,16,PIA,0.5810000000000031,Q3
2023,16,NOR,0.6159999999999997,Q3
2023,16,LEC,0.6650000000000063,Q3
2023,16,PER,0.7730000000000103,Q3
2023,16,SAI,0.972999999999999,Q3
2023,16,HAM,1.031000000000006,Q3
2023,16,RUS,1.3419999999999987,Q3
2023,16,TSU,1.426000000000002,Q3
2023,16,ALO,1.683000000000007,Q3
2023,16,LAW,1.6310000000000002,Q2
2023,16,GAS,1.632000000000005,Q2
2023,16,ALB,1.6600000000000108,Q2
2023,16,OCO,1.7090000000000032,Q2
2023,16,MAG,1.7879999999999967,Q2
2023,16,BOT,2.1720000000000113,Q1
