Year,Round,Driver,Expected_Pace_Delta
2023,20,SAR,-741.8559409973604
2023,20,STR,-662.5439553260439
2023,20,TSU,-633.6447542935657
2023,20,VER,-625.4405111000342
2023,20,ZHO,-644.2738752134464
2023,21,ALB,12.52897042289078
2023,21,ALO,97.2970823757787
2023,21,BOT,-7.335925303788827
2023,21,GAS,9.765320004398745
2023,21,HAM,101.26714186884601
2023,21,HUL,86.32835846274247
2023,21,LEC,-3.0934957445952023
2023,21,MAG,76.99949029224717
2023,21,NOR,-324.58296679419163
2023,21,OCO,1.6538653678298942
2023,21,PER,97.32299463852542
2023,21,PIA,67.05461789438414
2023,21,RIC,9.822583243250847
2023,21,RUS,71.44385853223321
2023,21,SAI,101.62315093233883
2023,21,SAR,15.38419166946187
2023,21,STR,96.86784315002842
2023,21,TSU,7.248738665780365
2023,21,VER,66.14681920150906
2023,21,ZHO,1.350874567478968
2023,22,ALB,-17.36620588814094
2023,22,ALO,-3.889185026108862
2023,22,BOT,26.272051955461393
2023,22,GAS,-1.6469558666731245
2023,22,HAM,-0.7437729895527809
2023,22,HUL,4.026149329182772
2023,22,LEC,-4.639548763158928
2023,22,MAG,0.5455981654185962
2023,22,NOR,3.187602399354546
2023,22,OCO,69.34179977471103
2023,22,PER,-17.150435955946705
2023,22,PIA,-4.158680544550407
2023,22,RIC,0.516177549373424
2023,22,RUS,2.486905124727855
2023,22,SAI,7.261906495651601
2023,22,SAR,-11.052010322753631
2023,22,STR,-17.658187526393704
2023,22,TSU,24.478303129047163
2023,22,VER,-17.634179202422274
2023,22,ZHO,32.04858515494652
2024,1,ALB,53.157832183136634
2024,1,ALO,24.90623614213473
2024,1,BOT,97.98646053156244
2024,1,GAS,-31.557588600298914
2024,1,HAM,99.97214932097631
2024,1,HUL,12.945587605306173
2024,1,LEC,107.87667813672397
2024,1,MAG,110.70095790686446
2024,1,NOR,89.00613298863209
2024,1,OCO,119.35326282087408
2024,1,PER,-13.011192031201972
2024,1,PIA,97.43357286139872
2024,1,RIC,-22.667119458136767
2024,1,RUS,110.27237907972903
2024,1,SAI,70.70051042912928
2024,1,SAR,-30.29417151747475
2024,1,STR,123.69972728829362
2024,1,TSU,75.18693725575213
2024,1,VER,-66.6385334497918
2024,1,ZHO,126.56986336940281
2024,2,ALB,33.78321438465173
2024,2,ALO,33.87508061927656
2024,2,BEA,98.8046416020643
2024,2,BOT,243.00786166526996
2024,2,GAS,-122.22841655350567
2024,2,HAM,75.53960048126191
2024,2,HUL,-66.5391392325555
2024,2,LEC,33.73646831209135
2024,2,MAG,33.85534848441148
2024,2,NOR,59.64193904613967
2024,2,OCO,33.597428677274365
2024,2,PER,33.91469240615879
2024,2,PIA,33.898225088748404
2024,2,RIC,33.927957249781684
2024,2,RUS,33.96951640630232
2024,2,SAR,33.94565736152799
2024,2,STR,-122.2675502793445
2024,2,TSU,33.969990458119355
2024,2,VER,33.876349994622615
2024,2,ZHO,-1.6924949260665016
2024,3,ALB,136.27069956200648
2024,3,ALO,-55.33548794404487
2024,3,BOT,102.12279378772746
2024,3,GAS,32.99031391592325
2024,3,HAM,82.20611871721758
2024,3,HUL,0.06971442800113437
2024,3,LEC,111.4087289013869
2024,3,MAG,116.6000538381777
2024,3,NOR,61.21254484867859
2024,3,OCO,48.26298975244936
2024,3,PER,85.88651181374462
2024,3,PIA,90.43955179674413
2024,3,RIC,117.75139761676655
2024,3,RUS,77.13715918391881
2024,3,SAI,41.792569661179186
2024,3,STR,98.12784676117917
2024,3,TSU,99.81818645638668
2024,3,VER,-317.98456882377013
2024,3,ZHO,97.96459196209253
2024,4,ALB,-135.0796724636457
2024,4,ALO,162.6471466863868
2024,4,BOT,37.98246633738381
2024,4,GAS,63.97248924458472
2024,4,HAM,76.15133109343515
2024,4,HUL,82.80783635672833
2024,4,LEC,170.29233040616964
2024,4,MAG,179.62390872930337
2024,4,NOR,42.8805467005559
2024,4,OCO,55.5027207510484
2024,4,PER,97.0682008953354
2024,4,PIA,78.61901907820175
2024,4,RIC,-259.21631757160685
2024,4,RUS,65.79242960315332
2024,4,SAI,101.3578060562686
2024,4,SAR,38.339673722086445
2024,4,STR,95.96424040922284
2024,4,TSU,40.500941390317166
2024,4,VER,103.5834016329045
2024,4,ZHO,-19.436377296896353
2024,5,ALB,240.0325134090299
2024,5,ALO,295.89229215459727
2024,5,BOT,-94.02082050941681
2024,5,GAS,104.65235507574016
2024,5,HAM,269.26198262948765
2024,5,HUL,92.8319643974055
2024,5,LEC,14.511827375842586
2024,5,MAG,80.60145611012285
2024,5,NOR,21.900302099775217
2024,5,OCO,99.23984782117714
2024,5,PER,118.19086842152774
2024,5,PIA,219.46128960904844
2024,5,RIC,298.75134285595686
2024,5,RUS,231.81378436036994
2024,5,SAI,-15.356752183149183
2024,5,SAR,316.74597288181576
2024,5,STR,242.58446893516157
2024,5,TSU,294.77397612387904
2024,5,VER,118.37594737269046
2024,5,ZHO,298.7094474525393
2024,6,ALB,97.19722133863252
2024,6,ALO,11.801533027040932
2024,6,BOT,16.64781475365635
2024,6,GAS,104.9997295130579
2024,6,HAM,17.71708100633623
2024,6,HUL,42.446570626444554
2024,6,LEC,62.43452839765905
2024,6,MAG,-136.8688103263985
2024,6,NOR,-0.0900775608533877
2024,6,OCO,40.58013669714455
2024,6,PER,23.48246454164837
2024,6,PIA,-13.170499787533117
2024,6,RIC,24.520171975074845
2024,6,RUS,25.933157426287835
2024,6,SAI,7.750158618257046
2024,6,SAR,110.00652014418301
2024,6,STR,46.22601498133645
2024,6,TSU,3.5016765360305726
2024,6,VER,33.304006915552236
2024,6,ZHO,-106.26566089128755
2024,7,ALB,-324.12452928781204
2024,7,ALO,45.43133425657834
2024,7,BOT,84.44820547007566
2024,7,GAS,58.839045650543085
2024,7,HAM,-21.911036858586158
2024,7,HUL,81.89108706759089
2024,7,LEC,-4.889248436004891
2024,7,MAG,-109.91461222578982
2024,7,NOR,22.94530161244529
2024,7,OCO,-4.629042969951115
2024,7,PER,-108.72688260680752
2024,7,PIA,13.564517800546128
2024,7,RIC,83.97152128643211
2024,7,RUS,0.47906927028725477
2024,7,SAI,-21.86370311655537
2024,7,SAR,-82.8248159097684
2024,7,STR,-109.97681476105845
2024,7,TSU,83.13722999142465
2024,7,VER,4.5860570970280605
2024,7,ZHO,-84.32130221034913
2024,8,ALB,378.47011884934
2024,8,ALO,146.8792217539485
2024,8,BOT,310.13631699907273
2024,8,GAS,147.01896093243704
2024,8,HAM,95.08696902543306
2024,8,HUL,17.659744344514365
2024,8,LEC,378.97893851546814
2024,8,MAG,298.06447266920077
2024,8,NOR,378.62620662717654
2024,8,OCO,298.07643223043124
2024,8,PER,298.0185603263535
2024,8,PIA,378.8167407186811
2024,8,RIC,378.61059223655775
2024,8,RUS,147.10672333569892
2024,8,SAI,378.80541875341623
2024,8,SAR,257.5897908370098
2024,8,STR,-62.15896731570683
2024,8,TSU,378.70219113237727
2024,8,VER,94.16910537942567
2024,8,ZHO,319.21416472702003
2024,9,ALB,-248.37996302202555
2024,9,ALO,180.5129852258451
2024,9,BOT,-248.65693845799433
2024,9,GAS,180.32808888736508
2024,9,HAM,186.24990336554765
2024,9,HUL,-248.4913614458619
2024,9,LEC,180.7044851273131
2024,9,MAG,-96.96118010678765
2024,9,NOR,-248.41269304397065
2024,9,OCO,-248.4145882089906
2024,9,PER,-248.46547640363133
2024,9,PIA,-248.44342987872642
2024,9,RIC,-248.239750813279
2024,9,RUS,-87.87198481671203
2024,9,SAI,-248.35978978418007
2024,9,STR,180.6041085687457
2024,9,TSU,-248.68215173070075
2024,9,VER,-248.38554207444759
2024,9,ZHO,-129.43988265818462
2024,10,ALB,-185.23573367975587
2024,10,ALO,-66.40004545982083
2024,10,BOT,39.122667103805725
2024,10,GAS,28.071534878915372
2024,10,HAM,-132.63598046196057
2024,10,HUL,41.06985834517309
2024,10,LEC,-204.8018019549254
2024,10,MAG,111.89967314289697
2024,10,NOR,-196.60536007150404
2024,10,OCO,42.670471046954844
2024,10,PER,-181.73100331245223
2024,10,PIA,-180.91778683695247
2024,10,RIC,-16.84898586239342
2024,10,RUS,37.258724215920665
2024,10,SAI,37.356404590083
2024,10,SAR,62.786428479583265
2024,10,STR,9.93252721758654
2024,10,TSU,-106.79452033042253
2024,10,VER,-144.5869865223267
2024,10,ZHO,34.27056152309615
2024,11,ALB,362.98643219018777
2024,11,ALO,173.00412790342125
2024,11,BOT,258.8565220104465
2024,11,GAS,166.07529862793308
2024,11,HAM,189.95244319041376
2024,11,HUL,375.0426674082073
2024,11,LEC,-112.30731918547826
2024,11,MAG,389.6635713675423
2024,11,NOR,148.77857101089285
2024,11,OCO,179.9843254308671
2024,11,PER,177.27523695035234
2024,11,PIA,123.38115103201926
2024,11,RIC,394.34267959999306
2024,11,RUS,31.274196453126933
2024,11,SAI,144.28027083822053
2024,11,SAR,116.77837483790881
2024,11,STR,68.55416603939284
2024,11,TSU,219.2483042360236
2024,11,VER,124.00486768651263
2024,11,ZHO,274.9474941363569
2024,12,ALB,-104.9207490973995
2024,12,ALO,-104.8730795564179
2024,12,BOT,-157.00124190176302
2024,12,HAM,-151.4567976374592
2024,12,HUL,-156.80238612400262
2024,12,LEC,-221.18531415601228
2024,12,MAG,-151.37781974544305
2024,12,NOR,-151.284362749534
2024,12,OCO,-161.46294056432725
2024,12,PER,12.846087363864171
2024,12,PIA,-105.12602994153985
2024,12,RIC,-156.84288476963775
2024,12,RUS,-297.6524053902385
2024,12,SAI,-66.35147031062024
2024,12,SAR,-151.46619517541785
2024,12,STR,-105.1553370681786
2024,12,TSU,-151.4053327234078
2024,12,VER,-10.007729067025139
2024,12,ZHO,-259.8381933037135
2024,13,ALB,284.4340184153116
2024,13,ALO,108.76926122035366
2024,13,BOT,176.7804515055559
2024,13,GAS,147.24930862718975
2024,13,HAM,196.375162135766
2024,13,HUL,320.8192790705725
2024,13,LEC,50.72600264889206
2024,13,MAG,279.73769778588576
2024,13,NOR,108.53435300021192
2024,13,OCO,239.54142124329064
2024,13,PER,91.57232015043701
2024,13,PIA,104.33800681686625
2024,13,RIC,298.14309572287675
2024,13,RUS,156.31628945256762
2024,13,SAI,73.71491288581637
2024,13,SAR,213.44364701273844
2024,13,STR,-6.882923258204755
2024,13,TSU,144.34693145511665
2024,13,VER,83.3724071012075
2024,13,ZHO,283.17441195693664
2024,14,ALB,31.211093680125487
2024,14,ALO,-60.235454481399756
2024,14,BOT,37.76705984710816
2024,14,GAS,56.3148664285186
2024,14,HAM,51.88422288359652
2024,14,HUL,1.1540909102400292
2024,14,LEC,47.72645371535555
2024,14,MAG,-7.476239230789361
2024,14,NOR,39.40689071327233
2024,14,OCO,49.64409464171422
2024,14,PER,35.86374942194925
2024,14,PIA,52.47011497871517
2024,14,RIC,-82.95376252491678
2024,14,RUS,19.406160588718194
2024,14,SAI,37.764542019343935
2024,14,SAR,31.308944998120296
2024,14,STR,-59.80334076676445
2024,14,TSU,-147.47012680914213
2024,14,VER,36.68481957744416
2024,14,ZHO,-19.92042647706694
2024,15,ALB,14.43919750443456
2024,15,ALO,50.690226889510086
2024,15,BOT,27.176971453405713
2024,15,GAS,45.86271503835542
2024,15,HAM,102.66172948619351
2024,15,HUL,137.98087205082084
2024,15,LEC,91.7379281774347
2024,15,MAG,63.576395997160944
2024,15,NOR,64.90883549057617
2024,15,OCO,55.14580655297959
2024,15,PER,59.59306602559627
2024,15,PIA,41.95123917893579
2024,15,RIC,59.684737917400525
2024,15,RUS,33.107712687004096
2024,15,SAI,55.29615751518031
2024,15,SAR,105.06949071273357
2024,15,STR,54.98712372149839
2024,15,TSU,63.136042144718886
2024,15,VER,70.69637204232095
2024,15,ZHO,63.71758229509851
2024,16,ALB,147.1481547765943
2024,16,ALO,228.9434194853211
2024,16,BOT,186.50840919551047
2024,16,COL,161.8761441361894
2024,16,GAS,258.7116224208494
2024,16,HAM,185.51036844560622
2024,16,HUL,302.65536735426485
2024,16,LEC,176.1347837655594
2024,16,MAG,189.69321852862322
2024,16,NOR,211.15767506543307
2024,16,OCO,170.3806056016856
2024,16,PER,228.0276783227273
2024,16,PIA,169.5381951026411
2024,16,RIC,228.3492533168992
2024,16,RUS,245.49080029567267
2024,16,SAI,116.70086855844329
2024,16,STR,230.2715037057642
2024,16,TSU,244.73350186805328
2024,16,VER,248.2335093640977
2024,16,ZHO,176.1395956907836
2024,17,ALB,17.44889938457709
2024,17,ALO,58.03046648436157
2024,17,BEA,45.53668924048543
2024,17,BOT,58.008649451164274
2024,17,COL,61.84372706369504
2024,17,GAS,21.621417783501784
2024,17,HAM,53.972816231909746
2024,17,HUL,40.71686566554945
2024,17,LEC,35.37064138370988
2024,17,NOR,25.903608969121706
2024,17,OCO,15.172344292192065
2024,17,PER,49.63083375951646
2024,17,PIA,40.920093983886545
2024,17,RIC,15.19265632378665
2024,17,RUS,53.962752557809836
2024,17,SAI,29.86949569949502
2024,17,STR,64.97803675278556
2024,17,TSU,53.91165797311987
2024,17,VER,57.014745746586414
2024,17,ZHO,27.440523032721103
2024,18,ALB,17.86073710599976
2024,18,ALO,-39.14387714961322
2024,18,BOT,-55.56058908475188
2024,18,COL,-72.69671082204786
2024,18,GAS,-54.93485545695512
2024,18,HAM,103.94604655370495
2024,18,HUL,-72.7388814920132
2024,18,LEC,-127.21604436583584
2024,18,MAG,4.260672656112547
2024,18,NOR,-79.88703997068751
2024,18,OCO,-72.57793436688553
2024,18,PER,-65.25220049477048
2024,18,PIA,-150.53845358364106
2024,18,RIC,132.47953427191987
2024,18,RUS,-57.40131282803486
2024,18,SAI,23.552137938407213
2024,18,STR,-37.598933383130316
2024,18,TSU,-3.4160114826818244
2024,18,VER,-72.58635880424117
2024,18,ZHO,-59.23125205089218
2024,19,ALB,52.2656139820665
2024,19,ALO,3.8234263104623096
2024,19,BOT,77.98169535653142
2024,19,COL,65.7086818458829
2024,19,GAS,57.867251959272835
2024,19,HAM,59.55219481358927
2024,19,HUL,-1.4845597372886914
2024,19,LAW,68.36401420668062
2024,19,LEC,3.704526552608513
2024,19,MAG,42.636638067231615
2024,19,NOR,-19.216133814832574
2024,19,OCO,-47.043609254692456
2024,19,PER,3.826276290550595
2024,19,PIA,-24.094658816782612
2024,19,RUS,64.18164220145627
2024,19,SAI,36.5315713972841
2024,19,STR,38.62112908617473
2024,19,TSU,57.99590372602324
2024,19,VER,9.563466540783338
2024,19,ZHO,47.142485107891844
2024,20,ALB,-304.8613640149106
2024,20,ALO,-304.8829664592613
2024,20,BOT,-190.1790531122315
2024,20,COL,-174.1642030130406
2024,20,GAS,-36.32242935366503
2024,20,HAM,-36.36219330519452
2024,20,HUL,-45.904730336036664
2024,20,LAW,-68.27596029355482
2024,20,LEC,-50.239306918734655
2024,20,MAG,-55.74994621144924
2024,20,NOR,-55.70513299475715
2024,20,OCO,-182.4593670193599
2024,20,PER,60.583175035082604
2024,20,PIA,-157.60636363390404
2024,20,RUS,-66.67315615293955
2024,20,SAI,-77.64831857937315
2024,20,STR,-18.644403475819672
2024,20,TSU,-304.9233681981477
2024,20,VER,-18.512144551614256
2024,20,ZHO,-132.5717374906808
2024,22,ALB,42.913248079528785
2024,22,ALO,99.80612533630301
2024,22,BOT,62.008780121349446
2024,22,COL,102.30720717152508
2024,22,GAS,40.992046009800106
2024,22,HAM,84.67342572614325
2024,22,HUL,75.22576693026531
2024,22,LAW,68.89354936720429
2024,22,LEC,100.81793031640154
2024,22,MAG,19.82137375439561
2024,22,NOR,89.72937200291744
2024,22,OCO,-49.11306364763732
2024,22,PER,83.9304541533802
2024,22,PIA,93.41260299111946
2024,22,RUS,87.70978803175603
2024,22,SAI,98.5839153845236
2024,22,STR,102.98970575198564
2024,22,TSU,99.08843330675882
2024,22,VER,93.64797069781162
2024,22,ZHO,86.30874067596778
2024,23,ALB,-201.09552764771252
2024,23,ALO,-223.12293028990644
2024,23,BOT,-136.17377450754702
2024,23,COL,-301.38121253931604
2024,23,GAS,-183.264454289917
2024,23,HAM,-158.7683095267239
2024,23,HUL,-17.858554340293267
2024,23,LAW,-229.7838822290687
2024,23,LEC,-183.53034502483388
2024,23,MAG,-116.32038194909546
2024,23,NOR,-162.47281075561204
2024,23,OCO,-301.36905561531785
2024,23,PER,-183.411445630848
2024,23,PIA,-174.9064845456378
2024,23,RUS,-49.64559051725246
2024,23,SAI,-175.26016530899687
2024,23,STR,12.087708231611032
2024,23,TSU,-229.8507501767308
2024,23,VER,-183.39156365816234
2024,23,ZHO,-183.53714598161878
2024,24,ALB,39.502282598798956
2024,24,ALO,-6.101949250964026
2024,24,BOT,45.14994732786272
2024,24,COL,39.54067319842943
2024,24,DOO,-12.902610351691692
2024,24,GAS,33.29752447096689
2024,24,HAM,-26.353363899679607
2024,24,HUL,36.47549273448931
2024,24,LAW,-290.3628547387352
2024,24,LEC,-0.046905493573831336
2024,24,MAG,155.85367081142158
2024,24,NOR,-43.264598903601836
2024,24,PER,-125.90109270358153
2024,24,PIA,0.24603374352591345
2024,24,RUS,-43.22332682679735
2024,24,SAI,-35.85616026246953
2024,24,STR,16.18889428596958
2024,24,TSU,-13.118422564088178
2024,24,VER,-61.48268601625023
2024,24,ZHO,-13.664751727983457
