Year,Round,Driver,Expected_Pace_Delta
2023,14,NOR,-6.9834162176393875
2023,14,OCO,-17.62740568148911
2023,14,PER,-1.855452625779435
2023,14,PIA,-7.860068045613843
2023,14,RUS,9.842805125628729
2023,14,SAI,9.874805859933986
2023,14,SAR,38.17752162429315
2023,14,STR,4.275810546288085
2023,14,VER,4.301654104374393
2023,14,ZHO,51.18518552239584
2023,15,ALB,61.727147396193686
2023,15,ALO,76.80227530242155
2023,15,BOT,-111.47471133440831
2023,15,GAS,9.073014178175072
2023,15,HAM,52.33484675118598
2023,15,HUL,9.29386261712716
2023,15,LAW,9.260465605388163
2023,15,LEC,95.54166854928826
2023,15,MAG,86.82155303981563
2023,15,NOR,9.129431978512002
2023,15,OCO,9.332374960145899
2023,15,PER,-102.13595870931749
2023,15,PIA,9.352516962586378
2023,15,RUS,52.524833550167386
2023,15,SAI,9.348542263177478
2023,15,SAR,68.3924689384703
2023,15,TSU,-251.33845315298277
2023,15,VER,-111.57969638391842
2023,15,ZHO,125.02686976115547
2023,16,ALB,-168.6554457977909
2023,16,ALO,70.91534296909595
2023,16,BOT,101.50847721118316
2023,16,GAS,30.01188291906692
2023,16,HAM,47.0845625153579
2023,16,HUL,-109.05752580392618
2023,16,LAW,50.52754389669644
2023,16,LEC,-1.8263688929546333
2023,16,MAG,78.40182696835473
2023,16,NOR,29.631678092610855
2023,16,OCO,81.17264200726368
2023,16,PER,-548.3619692360335
2023,16,PIA,62.84983797039422
2023,16,RUS,-66.80696932761202
2023,16,SAI,-39.90617437394121
2023,16,SAR,-178.30500190518978
2023,16,STR,-118.95912285626582
2023,16,TSU,26.25146973779283
2023,16,VER,-22.204883653961588
2023,16,ZHO,-200.5037899637682
2023,17,ALB,81.65930100974856
2023,17,ALO,119.05783433177476
2023,17,BOT,113.92603199980931
2023,17,GAS,118.93175504377086
2023,17,HAM,-242.54967224841494
2023,17,HUL,96.66562832028467
2023,17,LAW,94.30919178928616
2023,17,LEC,110.11560567744255
2023,17,MAG,113.95351069827848
2023,17,NOR,131.6713089441473
2023,17,OCO,115.62819034185486
2023,17,PER,73.92576761068085
2023,17,PIA,129.43944268720043
2023,17,RUS,68.49732096848038
2023,17,SAR,188.51505468074174
2023,17,STR,83.20655016584897
2023,17,TSU,108.37775850461003
2023,17,VER,120.22852433376647
2023,17,ZHO,120.57116694620163
2023,18,ALB,56.149680054356395
2023,18,ALO,-28.644357485159162
2023,18,BOT,104.84668767496532
2023,18,GAS,8.299055495194807
2023,18,HAM,2.0385358547782744
2023,18,HUL,-29.805587679948076
2023,18,LEC,-22.061878337754024
2023,18,MAG,56.23858360169925
2023,18,NOR,64.78316816333881
2023,18,OCO,-282.36835310409424
2023,18,PER,13.453015343368861
2023,18,PIA,-282.26326667413923
2023,18,RIC,-65.2390258560963
2023,18,RUS,-7.665535284891121
2023,18,SAI,27.464023722802267
2023,18,SAR,63.32760605693966
2023,18,STR,-57.82949525382264
2023,18,TSU,32.36301440164152
2023,18,VER,32.44286652419578
2023,18,ZHO,106.39242214793285
2023,19,ALB,195.3529224267577
2023,19,ALO,146.66070709554788
2023,19,BOT,144.3652971944639
2023,19,GAS,148.36294397306756
2023,19,HAM,45.78898895914881
2023,19,HUL,52.40129619007985
2023,19,LEC,144.4542536800791
2023,19,MAG,208.9248078799219
2023,19,NOR,-194.9464198974665
2023,19,OCO,184.14769788720423
2023,19,PER,-65.63108421979996
2023,19,PIA,41.00848163611863
2023,19,RIC,150.4259603142409
2023,19,RUS,36.63370364888851
2023,19,SAI,145.3032719002631
2023,19,SAR,58.66060902692152
2023,19,STR,145.3252446543038
2023,19,TSU,278.10465887743976
2023,19,VER,-122.61035612709202
2023,19,ZHO,181.92297835980662
2023,20,ALB,-450.3799813271926
2023,20,ALO,-664.3291335311606
2023,20,BOT,-624.063942114768
2023,20,GAS,-663.1385562758951
2023,20,HAM,-707.5694256911502
2023,20,HUL,-696.2806865639504
2023,20,MAG,-450.3326915324924
2023,20,NOR,-615.9911297878953
2023,20,OCO,-720.1566421944226
2023,20,PER,-694.6375136624956
2023,20,PIA,-504.0232622004096
2023,20,RIC,-633.9330744002
2023,20,RUS,-702.8059587998905
2023,20,SAI,-646.1782570960067
