Year,Round,Driver,Constructor,GridPosition,Position,Is_DNF,Points
2024,14,VER,red_bull,11,4,0,12.0
2024,14,NOR,mclaren,4,5,0,10.0
2024,14,SAI,ferrari,7,6,0,8.0
2024,14,PER,red_bull,2,7,0,7.0
2024,14,ALO,aston_martin,8,8,0,4.0
2024,14,OCO,alpine,9,9,0,2.0
2024,14,RIC,rb,13,10,0,1.0
2024,14,STR,aston_martin,15,11,0,0.0
2024,14,ALB,williams,10,12,0,0.0
2024,14,GAS,alpine,12,13,0,0.0
2024,14,MAG,haas,17,14,0,0.0
2024,14,BOT,sauber,14,15,0,0.0
2024,14,TSU,rb,20,16,0,0.0
2024,14,SAR,williams,18,17,0,0.0
2024,14,HUL,haas,16,18,0,0.0
2024,14,ZHO,sauber,19,19,1,0.0
2024,14,RUS,mercedes,6,20,1,0.0
2024,15,NOR,mclaren,1,1,0,26.0
2024,15,VER,red_bull,2,2,0,18.0
2024,15,LEC,ferrari,6,3,0,15.0
2024,15,PIA,mclaren,3,4,0,12.0
2024,15,SAI,ferrari,10,5,0,10.0
2024,15,PER,red_bull,5,6,0,8.0
2024,15,RUS,mercedes,4,7,0,6.0
2024,15,HAM,mercedes,14,8,0,4.0
2024,15,GAS,alpine,9,9,1,2.0
2024,15,ALO,aston_martin,7,10,1,1.0
2024,15,HUL,haas,12,11,1,0.0
2024,15,RIC,rb,13,12,1,0.0
2024,15,STR,aston_martin,8,13,1,0.0
2024,15,ALB,williams,19,14,1,0.0
2024,15,OCO,alpine,15,15,1,0.0
2024,15,SAR,williams,18,16,1,0.0
2024,15,TSU,rb,11,17,1,0.0
2024,15,MAG,haas,20,18,1,0.0
2024,15,BOT,sauber,16,19,1,0.0
2024,15,ZHO,sauber,17,20,1,0.0
2024,16,LEC,ferrari,4,1,0,25.0
2024,16,PIA,mclaren,2,2,0,18.0
2024,16,NOR,mclaren,1,3,0,16.0
2024,16,SAI,ferrari,5,4,0,12.0
2024,16,HAM,mercedes,6,5,0,10.0
2024,16,VER,red_bull,7,6,0,8.0
2024,16,RUS,mercedes,3,7,0,6.0
2024,16,PER,red_bull,8,8,0,4.0
2024,16,ALB,williams,9,9,0,2.0
2024,16,MAG,haas,13,10,0,1.0
2024,16,ALO,aston_martin,11,11,0,0.0
2024,16,COL,williams,18,12,0,0.0
2024,16,RIC,rb,12,13,0,0.0
2024,16,OCO,alpine,15,14,1,0.0
2024,16,GAS,alpine,14,15,1,0.0
2024,16,BOT,sauber,19,16,1,0.0
2024,16,HUL,haas,10,17,1,0.0
2024,16,ZHO,sauber,20,18,1,0.0
2024,16,STR,aston_martin,17,19,1,0.0
2024,16,TSU,rb,16,20,1,0.0
2024,18,NOR,mclaren,1,1,0,25.0
2024,18,VER,red_bull,2,2,0,18.0
2024,18,PIA,mclaren,5,3,0,15.0
2024,18,RUS,mercedes,4,4,0,12.0
2024,18,LEC,ferrari,9,5,0,10.0
2024,18,HAM,mercedes,3,6,0,8.0
2024,18,SAI,ferrari,10,7,0,6.0
2024,18,ALO,aston_martin,7,8,1,4.0
2024,18,HUL,haas,6,9,1,2.0
2024,18,PER,red_bull,13,10,1,1.0
2024,18,COL,williams,12,11,1,0.0
2024,18,TSU,rb,8,12,1,0.0
2024,18,OCO,alpine,15,13,1,0.0
2024,18,STR,aston_martin,17,14,1,0.0
2024,18,ZHO,sauber,20,15,1,0.0
2024,18,BOT,sauber,19,16,1,0.0
2024,18,GAS,alpine,18,17,1,0.0
2024,18,RIC,rb,16,18,1,0.0
2024,18,MAG,haas,14,19,1,0.0
2024,18,ALB,williams,11,20,1,0.0
2024,19,LEC,ferrari,4,1,0,25.0
2024,19,SAI,ferrari,3,2,0,18.0
2024,19,VER,red_bull,2,3,0,15.0
2024,19,NOR,mclaren,1,4,0,12.0
2024,19,PIA,mclaren,5,5,0,10.0
2024,19,RUS,mercedes,20,6,0,8.0
2024,19,PER,red_bull,9,7,0,6.0
2024,19,HUL,haas,11,8,0,4.0
2024,19,LAW,rb,19,9,0,2.0
2024,19,COL,williams,15,10,0,1.0
2024,19,MAG,haas,8,11,0,0.0
2024,19,GAS,alpine,6,12,0,0.0
2024,19,ALO,aston_martin,7,13,1,0.0
2024,19,TSU,rb,10,14,1,0.0
2024,19,STR,aston_martin,13,15,1,0.0
2024,19,ALB,williams,14,16,1,0.0
2024,19,BOT,sauber,16,17,1,0.0
2024,19,OCO,alpine,12,18,1,0.0
2024,19,ZHO,sauber,18,19,1,0.0
2024,19,HAM,mercedes,17,20,1,0.0
2024,20,SAI,ferrari,1,1,0,25.0
2024,20,NOR,mclaren,3,2,0,18.0
2024,20,LEC,ferrari,4,3,0,16.0
2024,20,HAM,mercedes,6,4,0,12.0
2024,20,RUS,mercedes,5,5,0,10.0
2024,20,VER,red_bull,2,6,0,8.0
2024,20,MAG,haas,7,7,0,6.0
2024,20,PIA,mclaren,17,8,0,4.0
2024,20,HUL,haas,10,9,1,2.0
2024,20,GAS,alpine,8,10,1,1.0
2024,20,STR,aston_martin,14,11,1,0.0
2024,20,COL,williams,16,12,1,0.0
2024,20,OCO,alpine,0,13,1,0.0
2024,20,BOT,sauber,15,14,1,0.0
2024,20,ZHO,sauber,19,15,1,0.0
2024,20,LAW,rb,12,16,1,0.0
2024,20,PER,red_bull,18,17,1,0.0
2024,20,ALO,aston_martin,13,18,1,0.0
2024,20,ALB,williams,9,19,1,0.0
2024,20,TSU,rb,11,20,1,0.0
2024,21,VER,red_bull,17,1,0,26.0
2024,21,OCO,alpine,4,2,0,18.0
2024,21,GAS,alpine,13,3,0,15.0
2024,21,RUS,mercedes,2,4,0,12.0
2024,21,LEC,ferrari,6,5,0,10.0
2024,21,NOR,mclaren,1,6,0,8.0
2024,21,TSU,rb,3,7,0,6.0
2024,21,PIA,mclaren,8,8,0,4.0
2024,21,LAW,rb,5,9,0,2.0
2024,21,HAM,mercedes,14,10,0,1.0
2024,21,PER,red_bull,12,11,0,0.0
2024,21,BEA,haas,15,12,0,0.0
2024,21,BOT,sauber,11,13,0,0.0
2024,21,ALO,aston_martin,9,14,0,0.0
2024,21,ZHO,sauber,19,15,0,0.0
2024,21,SAI,ferrari,20,16,1,0.0
2024,21,COL,williams,16,17,1,0.0
2024,21,ALB,williams,7,18,1,0.0
2024,21,STR,aston_martin,10,19,1,0.0
2024,21,HUL,haas,18,20,1,0.0
2024,23,VER,red_bull,2,1,0,25.0
2024,23,LEC,ferrari,5,2,0,18.0
2024,23,PIA,mclaren,4,3,0,15.0
2024,23,RUS,mercedes,1,4,0,12.0
2024,23,GAS,alpine,11,5,0,10.0
2024,23,SAI,ferrari,7,6,0,8.0
2024,23,ALO,aston_martin,8,7,0,6.0
2024,23,ZHO,sauber,12,8,0,4.0
2024,23,MAG,haas,10,9,0,2.0
2024,23,NOR,mclaren,3,10,0,2.0
2024,23,BOT,sauber,13,11,0,0.0
2024,23,HAM,mercedes,6,12,0,0.0
2024,23,TSU,rb,14,13,0,0.0
2024,23,LAW,rb,17,14,0,0.0
2024,23,ALB,williams,16,15,1,0.0
2024,23,HUL,haas,18,16,1,0.0
2024,23,PER,red_bull,9,17,1,0.0
2024,23,STR,aston_martin,15,18,1,0.0
2024,23,COL,williams,19,19,1,0.0
2024,23,OCO,alpine,20,20,1,0.0
2024,24,NOR,mclaren,1,1,0,25.0
2024,24,SAI,ferrari,3,2,0,18.0
2024,24,LEC,ferrari,19,3,0,15.0
2024,24,HAM,mercedes,16,4,0,12.0
2024,24,RUS,mercedes,6,5,0,10.0
2024,24,VER,red_bull,4,6,0,8.0
2024,24,GAS,alpine,5,7,0,6.0
2024,24,HUL,haas,7,8,0,4.0
2024,24,ALO,aston_martin,8,9,0,2.0
2024,24,PIA,mclaren,2,10,0,1.0
2024,24,ALB,williams,18,11,1,0.0
2024,24,TSU,rb,11,12,1,0.0
2024,24,ZHO,sauber,15,13,1,0.0
2024,24,STR,aston_martin,13,14,1,0.0
2024,24,DOO,alpine,17,15,1,0.0
2024,24,MAG,haas,14,16,1,0.0
2024,24,LAW,rb,12,17,1,0.0
2024,24,BOT,sauber,9,18,1,0.0
2024,24,COL,williams,20,19,1,0.0
2024,24,PER,red_bull,10,20,1,0.0
