Year,Round,Driver,Driver_Championship_Pos,Driver_Championship_Pts,Constructor_Championship_Pos
2024,23,PER,8,152.0,
2024,23,ALO,9,62.0,
2024,23,HUL,10,35.0,
2024,23,TSU,11,30.0,
2024,23,GAS,12,26.0,
2024,23,STR,13,24.0,
2024,23,OCO,14,23.0,
2024,23,MAG,15,14.0,
2024,23,ALB,16,12.0,
2024,23,RIC,17,12.0,
2024,23,BEA,18,7.0,
2024,23,COL,19,5.0,
2024,23,LAW,20,4.0,
2024,23,ZHO,21,0.0,
2024,23,SAR,22,0.0,
2024,23,BOT,23,0.0,
