Year,Round,Driver,Constructor,GridPosition,Position,Is_DNF,Points,Team_Rolling_Avg_Finish,Team_Rolling_DNF_Rate,Driver_Rolling_Avg_Points,Median_FuelCorrectedLapTime,Best_FuelCorrectedLapTime,Num_Stints,Avg_TrackTemp,Is_Wet_Race,Q_DeltaToPole,Q_Session,Driver_Championship_Pos,Driver_Championship_Pts,Constructor_Championship_Pos,CircuitId,CircuitType,OvertakingIndex
2022,2,VER,red_bull,4,1,0,25.0,,1.0,0.0,91.8175,91.45800000000001,2.0,27.944444444444443,0.0,0.2609999999999957,Q3,19.0,0.0,,jeddah,street,5
2022,2,LEC,ferrari,2,2,0,19.0,1.5,0.0,26.0,91.801,91.259,2.0,27.944444444444443,0.0,0.0249999999999914,Q3,1.0,26.0,,jeddah,street,5
2022,2,SAI,ferrari,3,3,0,15.0,1.5,0.0,18.0,92.1515,91.597,2.0,27.944444444444443,0.0,0.2019999999999981,Q3,2.0,18.0,,jeddah,street,5
2022,2,PER,red_bull,1,4,0,12.0,,1.0,0.0,91.963,91.404,2.0,27.937142857142856,0.0,0.0,Q3,18.0,0.0,,jeddah,street,5
2022,2,RUS,mercedes,6,5,0,10.0,3.5,0.0,12.0,92.85000000000001,92.359,2.0,27.93243243243243,0.0,0.9039999999999964,Q3,4.0,12.0,,jeddah,street,5
2022,2,OCO,alpine,5,6,0,8.0,8.0,0.0,6.0,93.596,92.76,2.0,27.929729729729733,0.0,0.867999999999995,Q3,7.0,6.0,,jeddah,street,5
2022,2,NOR,mclaren,11,7,0,6.0,14.5,0.0,0.0,94.061,92.489,2.0,27.921621621621618,0.0,1.4509999999999934,Q2,15.0,0.0,,jeddah,street,5
2022,2,GAS,alphatauri,9,8,0,4.0,8.0,0.5,0.0,94.00550000000001,92.94,2.0,27.905555555555555,0.0,1.054000000000002,Q3,,,,jeddah,street,5
2022,2,MAG,haas,10,9,0,2.0,8.0,0.0,10.0,93.778,92.59400000000001,2.0,27.927027027027027,0.0,1.387999999999991,Q3,5.0,10.0,,jeddah,street,5
2022,2,HAM,mercedes,15,10,0,1.0,3.5,0.0,15.0,93.22649999999999,92.69,2.0,27.941666666666666,0.0,2.1430000000000007,Q1,3.0,15.0,,jeddah,street,5
2022,2,ZHO,alfa,12,11,0,0.0,8.0,0.0,1.0,94.092,93.19800000000001,3.0,27.925714285714285,0.0,1.6189999999999998,Q2,10.0,1.0,,jeddah,street,5
2022,2,HUL,aston_martin,17,12,0,0.0,14.5,0.0,0.0,94.5375,93.532,2.0,27.916666666666668,0.0,2.3430000000000035,Q1,17.0,0.0,,jeddah,street,5
2022,2,STR,aston_martin,13,13,0,0.0,14.5,0.0,0.0,94.589,94.08600000000001,2.0,27.88529411764706,0.0,2.8089999999999975,Q2,12.0,0.0,,jeddah,street,5
2022,2,ALB,williams,16,14,1,0.0,,0.0,0.0,94.8715,93.899,2.0,27.870588235294118,0.0,2.2920000000000016,Q1,13.0,0.0,,jeddah,street,5
2022,2,BOT,alfa,8,15,1,0.0,8.0,0.0,8.0,93.8935,92.725,2.0,28.089285714285715,0.0,0.98299999999999,Q3,6.0,8.0,,jeddah,street,5
2022,2,ALO,alpine,7,16,1,0.0,8.0,0.0,2.0,93.711,92.709,2.0,28.082758620689653,0.0,0.9469999999999884,Q3,9.0,2.0,,jeddah,street,5
2022,2,RIC,mclaren,14,17,1,0.0,14.5,0.0,0.0,93.7635,93.208,2.0,28.02692307692308,0.0,1.5729999999999933,Q2,14.0,0.0,,jeddah,street,5
2022,2,LAT,williams,18,18,1,0.0,,0.0,0.0,95.321,94.824,1.0,28.353846153846156,0.0,3.617000000000005,Q1,16.0,0.0,,jeddah,street,5
2022,2,TSU,alphatauri,19,19,1,0.0,8.0,0.5,4.0,,,,,,,,8.0,4.0,,jeddah,street,5
2022,2,MSC,haas,0,20,1,0.0,8.0,0.0,0.0,,,,,,1.7199999999999989,Q2,11.0,0.0,,jeddah,street,5
2022,3,LEC,ferrari,1,1,0,26.0,2.0,0.0,22.5,81.02465517241379,80.15306896551724,2.0,35.88666666666667,0.0,0.0,Q3,1.0,45.0,1.0,albert_park,street,5
2022,3,PER,red_bull,3,2,0,18.0,2.5,0.5,6.0,81.6551551724138,81.0213448275862,2.0,35.83409090909091,0.0,0.3719999999999999,Q3,7.0,12.0,3.0,albert_park,street,5
2022,3,RUS,mercedes,6,3,0,15.0,5.5,0.0,11.0,82.16024137931035,81.21051724137932,2.0,35.880434782608695,0.0,1.0649999999999975,Q3,4.0,22.0,2.0,albert_park,street,5
2022,3,HAM,mercedes,5,4,0,12.0,5.5,0.0,8.0,81.99717241379311,81.1386551724138,2.0,35.86222222222222,0.0,0.9570000000000078,Q3,5.0,16.0,2.0,albert_park,street,5
2022,3,NOR,mclaren,4,5,0,10.0,10.75,0.25,3.0,82.57143103448276,81.88844827586207,2.0,35.82727272727273,0.0,0.835000000000008,Q3,10.0,6.0,8.0,albert_park,street,5
2022,3,RIC,mclaren,7,6,0,8.0,10.75,0.25,0.0,82.55234482758621,81.99627586206897,2.0,35.82954545454545,0.0,1.1640000000000017,Q3,19.0,0.0,8.0,albert_park,street,5
2022,3,OCO,alpine,8,7,0,6.0,7.0,0.25,7.0,82.88281034482759,82.13144827586207,2.0,35.804545454545455,0.0,1.193000000000012,Q3,6.0,14.0,4.0,albert_park,street,5
2022,3,BOT,alfa,12,8,0,4.0,9.5,0.25,4.0,83.01244827586207,81.42341379310345,2.0,35.82,0.0,1.5420000000000016,Q2,9.0,8.0,6.0,albert_park,street,5
2022,3,GAS,alphatauri,11,9,0,2.0,8.0,0.5,2.0,83.24505172413794,82.38962068965516,2.0,35.79772727272727,0.0,1.358000000000004,Q2,12.0,4.0,7.0,albert_park,street,5
2022,3,ALB,williams,20,10,0,1.0,14.5,0.5,0.0,83.15751724137931,82.27444827586207,1.0,35.93636363636364,0.0,2.26700000000001,Q1,18.0,0.0,10.0,albert_park,street,5
2022,3,ZHO,alfa,14,11,0,0.0,9.5,0.25,0.5,83.23798275862069,82.32865517241379,2.0,35.81363636363636,0.0,2.287000000000006,Q2,14.0,1.0,6.0,albert_park,street,5
2022,3,STR,aston_martin,19,12,0,0.0,13.5,0.0,0.0,83.55377586206896,82.70079310344828,2.0,35.845652173913045,0.0,,,16.0,0.0,9.0,albert_park,street,5
2022,3,MSC,haas,15,13,0,0.0,8.5,0.25,0.0,83.22420689655172,82.07113793103447,2.0,35.82790697674419,0.0,2.5970000000000084,Q2,15.0,0.0,5.0,albert_park,street,5
2022,3,MAG,haas,16,14,0,0.0,8.5,0.25,6.0,83.32134482758622,82.21475862068965,2.0,35.89777777777778,0.0,2.38600000000001,Q1,8.0,12.0,5.0,albert_park,street,5
2022,3,TSU,alphatauri,13,15,0,0.0,8.0,0.5,2.0,83.44937931034482,82.48296551724138,2.0,35.848837209302324,0.0,1.5560000000000116,Q2,11.0,4.0,7.0,albert_park,street,5
2022,3,LAT,williams,18,16,0,0.0,14.5,0.5,0.0,83.57879310344828,82.87934482758621,3.0,35.811627906976746,0.0,3.504000000000005,Q1,20.0,0.0,10.0,albert_park,street,5
2022,3,ALO,alpine,10,17,0,0.0,7.0,0.25,1.0,83.09744827586206,80.78910344827587,3.0,35.93720930232558,0.0,0.9470000000000028,Q2,13.0,2.0,4.0,albert_park,street,5
2022,3,VER,red_bull,2,18,1,0.0,2.5,0.5,12.5,81.48834482758622,80.48217241379311,2.0,36.52307692307692,0.0,0.2860000000000013,Q3,3.0,25.0,3.0,albert_park,street,5
2022,3,VET,aston_martin,17,19,1,0.0,13.5,0.0,,83.39544827586207,82.85624137931033,1.0,36.73125,0.0,3.281000000000006,Q1,,,,albert_park,street,5
2022,3,SAI,ferrari,9,20,1,0.0,2.0,0.0,16.5,,,,,,1.5400000000000065,Q3,2.0,33.0,1.0,albert_park,street,5
2022,4,VER,red_bull,1,1,0,26.0,2.25,0.5,8.333333333333334,79.82842857142857,78.02695238095238,3.0,16.58076923076923,0.0,9.009,Q3,6.0,25.0,,imola,permanent,3
2022,4,PER,red_bull,3,2,0,18.0,2.25,0.5,10.0,79.97952380952381,78.37280952380952,3.0,16.58867924528302,0.0,10.817999999999998,Q3,4.0,30.0,,imola,permanent,3
2022,4,NOR,mclaren,5,3,0,15.0,9.0,0.16666666666666666,5.333333333333333,80.7982380952381,79.93466666666667,2.0,16.62,0.0,10.141000000000004,Q3,8.0,16.0,,imola,permanent,3
2022,4,RUS,mercedes,11,4,0,12.0,4.833333333333333,0.0,12.333333333333334,80.89633333333335,80.12219047619047,2.0,16.614545454545453,0.0,1.76700000000001,Q2,2.0,37.0,,imola,permanent,3
2022,4,BOT,alfa,7,5,0,10.0,9.5,0.16666666666666666,4.0,80.47790476190475,79.64847619047619,2.0,16.62,0.0,11.448999999999998,Q3,10.0,12.0,,imola,permanent,3
2022,4,LEC,ferrari,2,6,0,8.0,1.6666666666666667,0.16666666666666666,23.666666666666668,79.89038095238095,78.27280952380953,4.0,16.592307692307692,0.0,9.787999999999997,Q3,1.0,71.0,,imola,permanent,3
2022,4,TSU,alphatauri,12,7,0,6.0,9.333333333333334,0.3333333333333333,1.3333333333333333,80.47595238095238,79.81190476190477,2.0,16.62962962962963,0.0,1.4840000000000089,Q1,13.0,4.0,,imola,permanent,3
2022,4,VET,aston_martin,13,8,0,4.0,13.0,0.16666666666666666,0.0,81.12609523809525,80.37290476190476,2.0,16.616363636363637,0.0,12.072000000000005,Q3,0.0,0.0,,imola,permanent,3
2022,4,MAG,haas,8,9,0,2.0,10.166666666666666,0.16666666666666666,4.0,81.23809523809524,80.06309523809523,2.0,16.62,0.0,10.174000000000008,Q3,9.0,12.0,,imola,permanent,3
2022,4,STR,aston_martin,15,10,0,1.0,13.0,0.16666666666666666,0.0,81.62609523809525,80.53071428571428,2.0,16.620754716981132,0.0,9.129000000000003,Q2,18.0,0.0,,imola,permanent,3
2022,4,ALB,williams,18,11,0,0.0,13.75,0.3333333333333333,0.3333333333333333,81.65195238095238,80.67033333333333,2.0,16.620754716981132,0.0,,,16.0,1.0,,imola,permanent,3
2022,4,GAS,alphatauri,17,12,0,0.0,9.333333333333334,0.3333333333333333,2.0,81.6342380952381,80.19395238095237,2.0,16.620754716981132,0.0,1.7420000000000044,Q1,12.0,6.0,,imola,permanent,3
2022,4,HAM,mercedes,14,13,0,0.0,4.833333333333333,0.0,9.333333333333334,81.73371428571429,80.32233333333333,2.0,16.62264150943396,0.0,2.1480000000000103,Q2,5.0,28.0,,imola,permanent,3
2022,4,OCO,alpine,16,14,0,0.0,8.666666666666666,0.16666666666666666,6.666666666666667,81.66009523809524,80.52509523809523,2.0,16.620754716981132,0.0,3.347999999999999,Q1,7.0,20.0,,imola,permanent,3
2022,4,ZHO,alfa,0,15,0,0.0,9.5,0.16666666666666666,0.3333333333333333,81.38695238095238,80.15523809523809,2.0,16.603703703703705,0.0,2.4440000000000026,Q2,15.0,1.0,,imola,permanent,3
2022,4,LAT,williams,19,16,0,0.0,13.75,0.3333333333333333,0.0,81.52709523809523,80.4144761904762,2.0,16.605555555555558,0.0,2.9810000000000088,Q1,20.0,0.0,,imola,permanent,3
2022,4,MSC,haas,10,17,0,0.0,10.166666666666666,0.16666666666666666,0.0,80.89928571428571,78.57995238095238,3.0,16.60566037735849,0.0,1.926000000000002,Q2,17.0,0.0,,imola,permanent,3
2022,4,RIC,mclaren,6,18,0,0.0,9.0,0.16666666666666666,2.6666666666666665,81.6502380952381,80.79685714285715,3.0,16.63137254901961,0.0,10.75200000000001,Q3,11.0,8.0,,imola,permanent,3
2022,4,ALO,alpine,9,19,1,0.0,8.666666666666666,0.16666666666666666,0.6666666666666666,96.64690476190476,96.64690476190476,1.0,17.5,0.0,10.212000000000003,Q3,14.0,2.0,,imola,permanent,3
2022,4,SAI,ferrari,4,20,1,0.0,1.6666666666666667,0.16666666666666666,11.0,,,,,,0.0,Q2,3.0,33.0,,imola,permanent,3
2022,5,VER,red_bull,3,1,0,26.0,2.0,0.16666666666666666,17.0,91.4236052631579,91.07842105263158,2.0,43.35454545454545,0.0,0.1950000000000074,Q3,2.0,59.0,2.0,miami,street,5
2022,5,LEC,ferrari,1,2,0,18.0,3.1666666666666665,0.3333333333333333,17.666666666666668,91.52415789473685,90.95247368421052,2.0,43.51136363636363,0.0,0.0,Q3,1.0,86.0,1.0,miami,street,5
2022,5,SAI,ferrari,2,3,0,15.0,3.1666666666666665,0.3333333333333333,5.0,91.94894736842105,91.52663157894737,2.0,43.300000000000004,0.0,0.1900000000000119,Q3,5.0,38.0,1.0,miami,street,5
2022,5,PER,red_bull,4,4,0,12.0,2.0,0.16666666666666666,16.0,92.1201052631579,91.39942105263158,3.0,43.306976744186045,0.0,0.2400000000000091,Q3,3.0,54.0,2.0,miami,street,5
2022,5,RUS,mercedes,12,5,0,10.0,6.5,0.0,12.333333333333334,92.76642105263157,92.01463157894736,2.0,43.37111111111111,0.0,1.3770000000000095,Q2,4.0,49.0,3.0,miami,street,5
2022,5,HAM,mercedes,6,6,0,8.0,6.5,0.0,4.333333333333333,92.56073684210526,91.82415789473684,2.0,43.45348837209303,0.0,0.8290000000000077,Q3,7.0,28.0,3.0,miami,street,5
2022,5,BOT,alfa,5,7,0,6.0,10.166666666666666,0.16666666666666666,4.666666666666667,92.54857894736843,91.92694736842105,2.0,43.36279069767442,0.0,0.679000000000002,Q3,8.0,24.0,5.0,miami,street,5
2022,5,OCO,alpine,20,8,0,4.0,10.666666666666666,0.3333333333333333,4.666666666666667,93.37710526315789,92.84368421052632,2.0,43.29111111111111,0.0,,,9.0,20.0,6.0,miami,street,5
2022,5,ALB,williams,18,9,0,2.0,13.666666666666666,0.3333333333333333,0.3333333333333333,93.28842105263158,92.53510526315789,2.0,43.181395348837206,0.0,2.469999999999999,Q1,17.0,1.0,10.0,miami,street,5
2022,5,STR,aston_martin,0,10,0,1.0,11.166666666666666,0.16666666666666666,0.3333333333333333,93.36152631578946,92.83878947368422,2.0,43.34090909090909,0.0,1.8800000000000097,Q3,18.0,1.0,9.0,miami,street,5
2022,5,ALO,alpine,11,11,0,0.0,10.666666666666666,0.3333333333333333,0.0,93.10457894736842,92.57857894736843,2.0,43.28809523809524,0.0,1.3640000000000043,Q2,15.0,2.0,6.0,miami,street,5
2022,5,TSU,alphatauri,9,12,0,0.0,9.833333333333334,0.16666666666666666,2.0,93.53315789473683,92.86821052631579,3.0,43.26190476190476,0.0,1.13600000000001,Q3,12.0,10.0,7.0,miami,street,5
2022,5,RIC,mclaren,14,13,0,0.0,7.666666666666667,0.16666666666666666,2.6666666666666665,93.45621052631579,92.43057894736842,3.0,43.246511627906976,0.0,1.51400000000001,Q2,11.0,11.0,4.0,miami,street,5
2022,5,LAT,williams,19,14,0,0.0,13.666666666666666,0.3333333333333333,0.0,94.35973684210526,93.57705263157895,2.0,43.326190476190476,0.0,2.5290000000000106,Q1,21.0,0.0,10.0,miami,street,5
2022,5,MSC,haas,15,15,0,0.0,11.833333333333334,0.16666666666666666,0.0,93.11326315789474,92.5161052631579,3.0,43.353658536585364,0.0,1.6270000000000095,Q2,19.0,0.0,8.0,miami,street,5
2022,5,MAG,haas,16,16,1,0.0,11.833333333333334,0.16666666666666666,1.3333333333333333,93.24236842105263,92.27152631578947,3.0,43.30487804878049,0.0,2.179000000000002,Q1,10.0,15.0,8.0,miami,street,5
2022,5,VET,aston_martin,0,17,1,0.0,11.166666666666666,0.16666666666666666,2.0,93.55305263157895,92.55389473684211,2.0,43.50476190476191,0.0,1.4180000000000064,Q2,14.0,4.0,9.0,miami,street,5
2022,5,GAS,alphatauri,7,18,1,0.0,9.833333333333334,0.16666666666666666,2.0,93.17642105263157,92.52257894736842,2.0,44.214285714285715,0.0,0.8940000000000055,Q3,13.0,6.0,7.0,miami,street,5
2022,5,NOR,mclaren,8,19,1,0.0,7.666666666666667,0.16666666666666666,10.333333333333334,93.16368421052633,92.25310526315789,2.0,44.268571428571434,0.0,0.9540000000000076,Q3,6.0,35.0,4.0,miami,street,5
2022,5,ZHO,alfa,17,20,1,0.0,10.166666666666666,0.16666666666666666,0.0,93.23657894736843,92.66257894736842,1.0,43.95,0.0,2.224000000000004,Q1,16.0,1.0,5.0,miami,street,5
2022,6,VER,red_bull,2,1,0,25.0,2.0,0.16666666666666666,17.333333333333332,85.93599999999999,83.932,4.0,49.045614035087716,0.0,0.3230000000000075,Q3,2.0,85.0,,catalunya,permanent,4
2022,6,PER,red_bull,5,2,0,19.0,2.0,0.16666666666666666,16.0,86.015,83.558,4.0,49.05614035087719,0.0,0.6700000000000017,Q3,3.0,66.0,,catalunya,permanent,4
2022,6,RUS,mercedes,4,3,0,15.0,5.833333333333333,0.0,12.333333333333334,86.411,83.98599999999999,4.0,49.050877192982455,0.0,0.6430000000000007,Q3,4.0,59.0,,catalunya,permanent,4
2022,6,SAI,ferrari,3,4,0,12.0,3.1666666666666665,0.3333333333333333,5.0,86.126,84.932,4.0,49.01754385964912,0.0,0.4159999999999968,Q3,5.0,53.0,,catalunya,permanent,4
2022,6,HAM,mercedes,6,5,0,10.0,5.833333333333333,0.0,6.666666666666667,86.0025,83.503,3.0,49.05172413793103,0.0,0.7620000000000005,Q3,6.0,36.0,,catalunya,permanent,4
2022,6,BOT,alfa,7,6,0,8.0,8.833333333333334,0.16666666666666666,6.666666666666667,86.892,84.895,3.0,49.02881355932203,0.0,0.8580000000000041,Q3,8.0,30.0,,catalunya,permanent,4
2022,6,OCO,alpine,12,7,0,6.0,11.833333333333334,0.16666666666666666,3.3333333333333335,86.907,85.33500000000001,4.0,49.040350877192985,0.0,1.8880000000000052,Q2,9.0,24.0,,catalunya,permanent,4
2022,6,NOR,mclaren,11,8,0,4.0,9.666666666666666,0.16666666666666666,8.333333333333334,87.13600000000001,84.969,4.0,49.03508771929825,0.0,1.7210000000000036,Q2,7.0,35.0,,catalunya,permanent,4
2022,6,ALO,alpine,20,9,0,2.0,11.833333333333334,0.16666666666666666,0.0,87.2125,86.05699999999999,4.0,49.05714285714286,0.0,2.2930000000000064,Q1,16.0,2.0,,catalunya,permanent,4
2022,6,TSU,alphatauri,13,10,0,1.0,11.166666666666666,0.16666666666666666,2.0,87.21600000000001,86.07100000000001,4.0,49.051785714285714,0.0,1.888999999999996,Q2,12.0,10.0,,catalunya,permanent,4
2022,6,VET,aston_martin,16,11,0,0.0,10.333333333333334,0.3333333333333333,1.3333333333333333,87.80250000000001,86.714,3.0,49.08275862068966,0.0,2.2040000000000077,Q1,14.0,4.0,,catalunya,permanent,4
2022,6,RIC,mclaren,9,12,0,0.0,9.666666666666666,0.16666666666666666,2.6666666666666665,87.7995,86.13,4.0,49.042857142857144,0.0,1.546999999999997,Q3,11.0,11.0,,catalunya,permanent,4
2022,6,GAS,alphatauri,14,13,0,0.0,11.166666666666666,0.16666666666666666,0.6666666666666666,87.5295,86.103,4.0,49.041071428571435,0.0,2.111000000000004,Q2,13.0,6.0,,catalunya,permanent,4
2022,6,MSC,haas,10,14,0,0.0,13.833333333333334,0.16666666666666666,0.0,87.95,85.747,3.0,49.04655172413793,0.0,1.617999999999995,Q3,19.0,0.0,,catalunya,permanent,4
2022,6,STR,aston_martin,17,15,0,0.0,10.333333333333334,0.3333333333333333,0.6666666666666666,87.783,86.13199999999999,4.0,49.018181818181816,0.0,2.6680000000000064,Q1,17.0,2.0,,catalunya,permanent,4
2022,6,LAT,williams,19,16,0,0.0,12.666666666666666,0.0,0.0,88.356,86.54599999999999,4.0,49.038888888888884,0.0,3.164999999999992,Q1,21.0,0.0,,catalunya,permanent,4
2022,6,MAG,haas,8,17,0,0.0,13.833333333333334,0.16666666666666666,0.6666666666666666,88.078,84.387,2.0,49.0551724137931,0.0,0.9320000000000022,Q3,10.0,15.0,,catalunya,permanent,4
2022,6,ALB,williams,18,18,0,0.0,12.666666666666666,0.0,1.0,88.7585,86.69,5.0,49.05576923076923,0.0,2.894999999999996,Q1,15.0,3.0,,catalunya,permanent,4
2022,6,ZHO,alfa,15,19,1,0.0,8.833333333333334,0.16666666666666666,0.0,87.711,85.715,2.0,49.4952380952381,0.0,2.343999999999994,Q2,18.0,1.0,,catalunya,permanent,4
2022,6,LEC,ferrari,1,20,1,0.0,3.1666666666666665,0.3333333333333333,17.333333333333332,85.699,84.04799999999999,2.0,49.55238095238095,0.0,0.0,Q3,1.0,104.0,,catalunya,permanent,4
2022,7,PER,red_bull,3,1,0,25.0,1.8333333333333333,0.0,16.333333333333332,78.1663125,75.09987500000001,4.0,28.608695652173914,1.0,0.2530000000000001,Q3,3.0,85.0,,monaco,street,1
2022,7,SAI,ferrari,2,2,0,18.0,4.166666666666667,0.3333333333333333,9.0,78.42909374999999,75.3970625,3.0,28.53333333333333,1.0,0.2249999999999943,Q3,5.0,65.0,,monaco,street,1
2022,7,VER,red_bull,4,3,0,15.0,1.8333333333333333,0.0,25.666666666666668,78.019875,75.0870625,4.0,28.59777777777778,1.0,0.289999999999992,Q3,1.0,110.0,,monaco,street,1
2022,7,LEC,ferrari,1,4,0,12.0,4.166666666666667,0.3333333333333333,8.666666666666666,78.38693749999999,75.320875,4.0,28.55652173913043,1.0,0.0,Q3,2.0,104.0,,monaco,street,1
2022,7,RUS,mercedes,6,5,0,10.0,6.0,0.0,12.333333333333334,78.3884375,75.67806250000001,3.0,28.59787234042553,1.0,0.73599999999999,Q3,4.0,74.0,,monaco,street,1
2022,7,NOR,mclaren,5,6,0,9.0,11.166666666666666,0.16666666666666666,6.333333333333333,77.75834375,74.2289375,5.0,28.602272727272727,1.0,0.472999999999999,Q3,7.0,39.0,,monaco,street,1
2022,7,ALO,alpine,7,7,0,6.0,10.5,0.16666666666666666,0.6666666666666666,79.654,75.16012500000001,3.0,28.60851063829787,1.0,0.8709999999999951,Q3,15.0,4.0,,monaco,street,1
2022,7,HAM,mercedes,8,8,0,4.0,6.0,0.0,6.0,79.018625,76.488125,4.0,28.671111111111113,1.0,1.1839999999999975,Q3,6.0,46.0,,monaco,street,1
2022,7,BOT,alfa,12,9,0,2.0,7.666666666666667,0.3333333333333333,8.0,79.64015625,77.172375,3.0,28.566666666666666,1.0,1.5330000000000013,Q2,8.0,38.0,,monaco,street,1
2022,7,VET,aston_martin,9,10,0,1.0,10.666666666666666,0.16666666666666666,1.3333333333333333,79.21871875,77.042375,4.0,28.589130434782607,1.0,1.3559999999999943,Q3,14.0,4.0,,monaco,street,1
2022,7,GAS,alphatauri,17,11,0,0.0,11.0,0.16666666666666666,0.0,79.091625,77.0499375,3.0,28.60217391304348,1.0,2.283999999999992,Q1,13.0,6.0,,monaco,street,1
2022,7,OCO,alpine,10,12,0,0.0,10.5,0.16666666666666666,3.3333333333333335,79.0469375,76.849125,3.0,28.585106382978722,1.0,1.6709999999999925,Q3,9.0,30.0,,monaco,street,1
2022,7,RIC,mclaren,14,13,0,0.0,11.166666666666666,0.16666666666666666,0.0,79.172,77.16493750000001,3.0,28.595652173913045,1.0,1.587999999999994,Q2,11.0,11.0,,monaco,street,1
2022,7,STR,aston_martin,18,14,0,0.0,10.666666666666666,0.16666666666666666,0.6666666666666666,79.79615625,77.3669375,2.0,28.53333333333333,1.0,2.3019999999999925,Q1,17.0,2.0,,monaco,street,1
2022,7,LAT,williams,19,15,0,0.0,14.0,0.0,0.0,79.8946875,77.49618749999999,2.0,28.529787234042555,1.0,3.027000000000001,Q1,21.0,0.0,,monaco,street,1
2022,7,ZHO,alfa,20,16,0,0.0,7.666666666666667,0.3333333333333333,0.0,80.5576875,77.58125,3.0,28.544680851063827,1.0,4.22999999999999,Q1,18.0,1.0,,monaco,street,1
2022,7,TSU,alphatauri,11,17,0,0.0,11.0,0.16666666666666666,2.3333333333333335,80.35309375,75.17931250000001,5.0,28.568181818181817,1.0,1.4209999999999925,Q2,12.0,11.0,,monaco,street,1
2022,7,ALB,williams,16,18,1,0.0,14.0,0.0,0.6666666666666666,79.20728125,76.7855,4.0,28.40666666666667,1.0,2.234999999999999,Q1,16.0,3.0,,monaco,street,1
